timestamp,Close,High,Low,trade_count,Open,Volume,vwap
2024-04-08 04:00:00,424.59,427.28,423.3,316897,425.17,14272387,424.992615
2024-04-09 04:00:00,426.28,427.74,421.62,298321,426.44,12512289,424.952792
2024-04-10 04:00:00,423.26,424.03,419.7,377856,422.19,16216581,421.851062
2024-04-11 04:00:00,427.93,429.37,422.36,345478,425.82,17966423,426.693917
2024-04-12 04:00:00,421.9,425.1794,419.77,371502,424.05,19256798,422.280672
2024-04-15 04:00:00,413.64,426.82,413.43,419801,426.6,20273538,418.017579
2024-04-16 04:00:00,414.58,418.4,413.7301,344530,414.57,16765616,415.602714
2024-04-17 04:00:00,411.84,418.88,410.33,353077,417.25,15855485,413.557273
2024-04-18 04:00:00,404.27,411.89,403.95,422714,410.63,21029917,406.907667
2024-04-19 04:00:00,399.12,405.48,397.77,470293,404.03,30293989,400.445771
2024-04-22 04:00:00,400.96,402.85,395.75,395628,400.08,20286875,400.231593
2024-04-23 04:00:00,407.57,408.2,403.06,332315,404.235,15734501,406.825439
2024-04-24 04:00:00,409.06,412.47,406.78,340119,409.56,15065330,409.047102
2024-04-25 04:00:00,399.04,399.8899,388.03,782685,394.03,40586450,394.684479
2024-04-26 04:00:00,406.32,413.0,405.7601,532057,412.17,29694654,408.813332
2024-04-29 04:00:00,402.25,406.32,399.19,424047,405.25,19582091,401.574164
2024-04-30 04:00:00,389.33,402.16,389.17,511476,401.49,28781374,393.725203
2024-05-01 04:00:00,394.94,401.7199,390.31,459339,392.61,23562481,395.228366
2024-05-02 04:00:00,397.84,399.93,394.6515,336629,397.66,17709364,397.247509
2024-05-03 04:00:00,406.66,407.15,401.86,356126,402.28,17446724,405.840739
2024-05-06 04:00:00,413.54,413.93,406.3701,351011,408.76,16996639,410.881875
2024-05-07 04:00:00,409.34,414.67,409.09,334643,414.66,20018228,411.148809
2024-05-08 04:00:00,410.54,412.23,406.7132,272545,408.17,11792308,410.34137
2024-05-09 04:00:00,412.32,412.72,409.1,259285,410.57,14689727,411.757718
2024-05-10 04:00:00,414.74,415.38,411.8,319661,412.935,13402281,414.283542
2024-05-13 04:00:00,413.72,418.348,410.82,342746,418.01,15440226,413.838108
2024-05-14 04:00:00,416.56,417.49,411.55,340286,412.02,15109306,415.015661
2024-05-15 04:00:00,423.08,423.81,417.27,414733,417.9,22239533,421.781614
2024-05-16 04:00:00,420.99,425.42,420.35,363229,421.8,17530050,422.128115
2024-05-17 04:00:00,420.21,422.92,418.025,291491,422.54,15352239,420.160363
2024-05-20 04:00:00,425.34,426.77,419.99,325281,420.21,16292137,424.712553
2024-05-21 04:00:00,429.04,432.97,424.85,391818,426.825,21453255,429.301243
2024-05-22 04:00:00,430.52,432.41,427.13,326622,430.09,18073698,430.262086
2024-05-23 04:00:00,427.0,433.6,425.424,363758,432.97,17211689,429.138605
2024-05-24 04:00:00,430.16,431.055,424.41,301686,427.19,11855285,428.831281
2024-05-28 04:00:00,430.32,430.82,426.6,380657,429.63,15718024,429.170134
2024-05-29 04:00:00,429.17,430.94,425.69,332791,425.69,15517130,429.281294
2024-05-30 04:00:00,414.67,424.3,414.24,553475,424.3,28424847,418.086412
2024-05-31 04:00:00,415.13,416.75,404.51,602158,416.75,47995250,411.842329
2024-06-03 04:00:00,413.52,416.43,408.9234,447158,415.525,17484675,412.786274
2024-06-04 04:00:00,416.07,416.44,409.675,316576,412.43,14348917,413.752979
